Postcode,Offence,Year,State,LGA,violence_count,Person_Population_Number_Total,Population_Density
NA,NA,2016,NA,Ryde,NA,"121,270",2996.2
NA,NA,2017,NA,Ryde,NA,"124,497",3075.9
NA,NA,2011,NA,Shellharbour,NA,-,-
NA,NA,2012,NA,Shellharbour,NA,"66,840",453.4
NA,NA,2013,NA,Shellharbour,NA,"67,701",459.2
NA,NA,2014,NA,Shellharbour,NA,"68,658",465.7
NA,NA,2015,NA,Shellharbour,NA,"69,474",471.3
NA,NA,2016,NA,Shellharbour,NA,"70,391",477.5
NA,NA,2017,NA,Shellharbour,NA,"70,994",481.6
NA,NA,2011,NA,Shoalhaven,NA,-,-
NA,NA,2012,NA,Shoalhaven,NA,"97,166",21.3
NA,NA,2013,NA,Shoalhaven,NA,"98,097",21.5
NA,NA,2014,NA,Shoalhaven,NA,"99,292",21.7
NA,NA,2015,NA,Shoalhaven,NA,"100,550",22
NA,NA,2016,NA,Shoalhaven,NA,"101,942",22.3
NA,NA,2017,NA,Shoalhaven,NA,"103,012",22.6
NA,NA,2011,NA,Singleton,NA,-,-
NA,NA,2012,NA,Singleton,NA,"23,548",4.8
NA,NA,2013,NA,Singleton,NA,"23,557",4.8
NA,NA,2014,NA,Singleton,NA,"23,597",4.8
NA,NA,2015,NA,Singleton,NA,"23,586",4.8
NA,NA,2016,NA,Singleton,NA,"23,576",4.8
NA,NA,2017,NA,Singleton,NA,"23,482",4.8
NA,NA,2011,NA,Snowy Monaro Regional,NA,-,-
NA,NA,2012,NA,Snowy Monaro Regional,NA,"20,403",1.3
NA,NA,2013,NA,Snowy Monaro Regional,NA,"20,433",1.3
NA,NA,2014,NA,Snowy Monaro Regional,NA,"20,454",1.3
NA,NA,2015,NA,Snowy Monaro Regional,NA,"20,473",1.4
NA,NA,2016,NA,Snowy Monaro Regional,NA,"20,558",1.4
NA,NA,2017,NA,Snowy Monaro Regional,NA,"20,655",1.4
NA,NA,2011,NA,Snowy Valleys,NA,-,-
NA,NA,2012,NA,Snowy Valleys,NA,"14,741",1.6
NA,NA,2013,NA,Snowy Valleys,NA,"14,720",1.6
NA,NA,2014,NA,Snowy Valleys,NA,"14,690",1.6
NA,NA,2015,NA,Snowy Valleys,NA,"14,640",1.6
NA,NA,2016,NA,Snowy Valleys,NA,"14,611",1.6
NA,NA,2017,NA,Snowy Valleys,NA,"14,552",1.6
NA,NA,2011,NA,Strathfield,NA,-,-
NA,NA,2012,NA,Strathfield,NA,"37,968",2711.8
NA,NA,2013,NA,Strathfield,NA,"38,918",2779.7
NA,NA,2014,NA,Strathfield,NA,"40,301",2878.5
NA,NA,2015,NA,Strathfield,NA,"41,276",2948.1
NA,NA,2016,NA,Strathfield,NA,"42,415",3029.4
NA,NA,2017,NA,Strathfield,NA,"43,803",3128.6
NA,NA,2011,NA,Sutherland Shire,NA,-,-
NA,NA,2012,NA,Sutherland Shire,NA,"221,220",663.1
NA,NA,2013,NA,Sutherland Shire,NA,"222,549",667.1
NA,NA,2014,NA,Sutherland Shire,NA,"223,921",671.2
NA,NA,2015,NA,Sutherland Shire,NA,"225,218",675.1
NA,NA,2016,NA,Sutherland Shire,NA,"226,461",678.9
NA,NA,2017,NA,Sutherland Shire,NA,"227,546",682.1
NA,NA,2011,NA,Sydney,NA,-,-
NA,NA,2012,NA,Sydney,NA,"189,543",7087.6
NA,NA,2013,NA,Sydney,NA,"196,318",7340.9
NA,NA,2014,NA,Sydney,NA,"204,516",7647.5
NA,NA,2015,NA,Sydney,NA,"214,037",8003.5
NA,NA,2016,NA,Sydney,NA,"222,717",8328.1
NA,NA,2017,NA,Sydney,NA,"232,926",8709.8
NA,NA,2011,NA,Tamworth Regional,NA,-,-
NA,NA,2012,NA,Tamworth Regional,NA,"58,699",5.9
NA,NA,2013,NA,Tamworth Regional,NA,"59,240",6
NA,NA,2014,NA,Tamworth Regional,NA,"59,872",6.1
NA,NA,2015,NA,Tamworth Regional,NA,"60,432",6.1
NA,NA,2016,NA,Tamworth Regional,NA,"60,990",6.2
NA,NA,2017,NA,Tamworth Regional,NA,"61,571",6.2
NA,NA,2011,NA,Temora,NA,-,-
NA,NA,2012,NA,Temora,NA,"6,002",2.1
NA,NA,2013,NA,Temora,NA,"6,055",2.2
NA,NA,2014,NA,Temora,NA,"6,098",2.2
NA,NA,2015,NA,Temora,NA,"6,165",2.2
NA,NA,2016,NA,Temora,NA,"6,210",2.2
NA,NA,2017,NA,Temora,NA,"6,236",2.2
NA,NA,2011,NA,Tenterfield,NA,-,-
NA,NA,2012,NA,Tenterfield,NA,"6,925",0.9
NA,NA,2013,NA,Tenterfield,NA,"6,834",0.9
NA,NA,2014,NA,Tenterfield,NA,"6,769",0.9
NA,NA,2015,NA,Tenterfield,NA,"6,713",0.9
NA,NA,2016,NA,Tenterfield,NA,"6,697",0.9
NA,NA,2017,NA,Tenterfield,NA,"6,656",0.9
NA,NA,2011,NA,The Hills Shire,NA,-,-
NA,NA,2012,NA,The Hills Shire,NA,"149,939",388.3
NA,NA,2013,NA,The Hills Shire,NA,"152,429",394.7
NA,NA,2014,NA,The Hills Shire,NA,"155,366",402.3
NA,NA,2015,NA,The Hills Shire,NA,"158,941",411.6
NA,NA,2016,NA,The Hills Shire,NA,"162,975",422
NA,NA,2017,NA,The Hills Shire,NA,"167,847",434.7
NA,NA,2011,NA,Tweed,NA,-,-
NA,NA,2012,NA,Tweed,NA,"89,266",68.3
NA,NA,2013,NA,Tweed,NA,"90,226",69
NA,NA,2014,NA,Tweed,NA,"91,139",69.7
NA,NA,2015,NA,Tweed,NA,"92,261",70.6
NA,NA,2016,NA,Tweed,NA,"93,742",71.7
NA,NA,2017,NA,Tweed,NA,"94,857",72.5
NA,NA,2011,NA,Upper Hunter Shire,NA,-,-
NA,NA,2012,NA,Upper Hunter Shire,NA,"14,388",1.8
NA,NA,2013,NA,Upper Hunter Shire,NA,"14,514",1.8
NA,NA,2014,NA,Upper Hunter Shire,NA,"14,508",1.8
NA,NA,2015,NA,Upper Hunter Shire,NA,"14,412",1.8
NA,NA,2016,NA,Upper Hunter Shire,NA,"14,344",1.8
NA,NA,2017,NA,Upper Hunter Shire,NA,"14,265",1.8
NA,NA,2011,NA,Upper Lachlan Shire,NA,-,-
NA,NA,2012,NA,Upper Lachlan Shire,NA,"7,571",1.1
NA,NA,2013,NA,Upper Lachlan Shire,NA,"7,594",1.1
NA,NA,2014,NA,Upper Lachlan Shire,NA,"7,722",1.1
NA,NA,2015,NA,Upper Lachlan Shire,NA,"7,804",1.1
NA,NA,2016,NA,Upper Lachlan Shire,NA,"7,853",1.1
NA,NA,2017,NA,Upper Lachlan Shire,NA,"7,909",1.1
NA,NA,2011,NA,Uralla,NA,-,-
NA,NA,2012,NA,Uralla,NA,"6,244",1.9
NA,NA,2013,NA,Uralla,NA,"6,253",1.9
NA,NA,2014,NA,Uralla,NA,"6,238",1.9
NA,NA,2015,NA,Uralla,NA,"6,194",1.9
NA,NA,2016,NA,Uralla,NA,"6,147",1.9
NA,NA,2017,NA,Uralla,NA,"6,103",1.9
NA,NA,2011,NA,Wagga Wagga,NA,-,-
NA,NA,2012,NA,Wagga Wagga,NA,"62,104",12.9
NA,NA,2013,NA,Wagga Wagga,NA,"62,416",12.9
NA,NA,2014,NA,Wagga Wagga,NA,"62,776",13
NA,NA,2015,NA,Wagga Wagga,NA,"63,327",13.1
NA,NA,2016,NA,Wagga Wagga,NA,"63,906",13.2
NA,NA,2017,NA,Wagga Wagga,NA,"64,265",13.3
NA,NA,2011,NA,Walcha,NA,-,-
NA,NA,2012,NA,Walcha,NA,"3,143",0.5
NA,NA,2013,NA,Walcha,NA,"3,150",0.5
NA,NA,2014,NA,Walcha,NA,"3,149",0.5
NA,NA,2015,NA,Walcha,NA,"3,128",0.5
NA,NA,2016,NA,Walcha,NA,"3,130",0.5
NA,NA,2017,NA,Walcha,NA,"3,144",0.5
NA,NA,2011,NA,Walgett,NA,-,-
NA,NA,2012,NA,Walgett,NA,"6,701",0.3
NA,NA,2013,NA,Walgett,NA,"6,595",0.3
NA,NA,2014,NA,Walgett,NA,"6,512",0.3
NA,NA,2015,NA,Walgett,NA,"6,419",0.3
NA,NA,2016,NA,Walgett,NA,"6,317",0.3
NA,NA,2017,NA,Walgett,NA,"6,190",0.3
NA,NA,2011,NA,Warren,NA,-,-
NA,NA,2012,NA,Warren,NA,"2,857",0.3
NA,NA,2013,NA,Warren,NA,"2,836",0.3
NA,NA,2014,NA,Warren,NA,"2,809",0.3
NA,NA,2015,NA,Warren,NA,"2,783",0.3
NA,NA,2016,NA,Warren,NA,"2,797",0.3
NA,NA,2017,NA,Warren,NA,"2,763",0.3
NA,NA,2011,NA,Warrumbungle Shire,NA,-,-
NA,NA,2012,NA,Warrumbungle Shire,NA,"9,849",0.8
NA,NA,2013,NA,Warrumbungle Shire,NA,"9,743",0.8
NA,NA,2014,NA,Warrumbungle Shire,NA,"9,689",0.8
NA,NA,2015,NA,Warrumbungle Shire,NA,"9,622",0.8
NA,NA,2016,NA,Warrumbungle Shire,NA,"9,562",0.8
NA,NA,2017,NA,Warrumbungle Shire,NA,"9,451",0.8
NA,NA,2011,NA,Waverley,NA,-,-
NA,NA,2012,NA,Waverley,NA,"69,294",7410.6
NA,NA,2013,NA,Waverley,NA,"70,052",7491.6
NA,NA,2014,NA,Waverley,NA,"70,742",7565.4
NA,NA,2015,NA,Waverley,NA,"71,336",7628.9
NA,NA,2016,NA,Waverley,NA,"72,013",7701.3
NA,NA,2017,NA,Waverley,NA,"73,300",7839
NA,NA,2011,NA,Weddin,NA,-,-
NA,NA,2012,NA,Weddin,NA,"3,738",1.1
NA,NA,2013,NA,Weddin,NA,"3,723",1.1
NA,NA,2014,NA,Weddin,NA,"3,706",1.1
NA,NA,2015,NA,Weddin,NA,"3,688",1.1
NA,NA,2016,NA,Weddin,NA,"3,677",1.1
NA,NA,2017,NA,Weddin,NA,"3,641",1.1
NA,NA,2011,NA,Wentworth,NA,-,-
NA,NA,2012,NA,Wentworth,NA,"6,847",0.3
NA,NA,2013,NA,Wentworth,NA,"6,848",0.3
NA,NA,2014,NA,Wentworth,NA,"6,877",0.3
NA,NA,2015,NA,Wentworth,NA,"6,890",0.3
NA,NA,2016,NA,Wentworth,NA,"6,932",0.3
NA,NA,2017,NA,Wentworth,NA,"6,972",0.3
NA,NA,2011,NA,Western Plains Regional,NA,-,-
NA,NA,2012,NA,Western Plains Regional,NA,"49,397",6.6
NA,NA,2013,NA,Western Plains Regional,NA,"49,757",6.6
NA,NA,2014,NA,Western Plains Regional,NA,"50,322",6.7
NA,NA,2015,NA,Western Plains Regional,NA,"50,847",6.7
NA,NA,2016,NA,Western Plains Regional,NA,"51,404",6.8
NA,NA,2017,NA,Western Plains Regional,NA,"52,090",6.9
NA,NA,2011,NA,Willoughby,NA,-,-
NA,NA,2012,NA,Willoughby,NA,"72,119",3215.9
NA,NA,2013,NA,Willoughby,NA,"73,072",3258.4
NA,NA,2014,NA,Willoughby,NA,"74,238",3310.4
NA,NA,2015,NA,Willoughby,NA,"75,970",3387.6
NA,NA,2016,NA,Willoughby,NA,"77,888",3473.1
NA,NA,2017,NA,Willoughby,NA,"79,681",3553.1
NA,NA,2011,NA,Wingecarribee,NA,-,-
NA,NA,2012,NA,Wingecarribee,NA,"46,467",17.3
NA,NA,2013,NA,Wingecarribee,NA,"46,964",17.5
NA,NA,2014,NA,Wingecarribee,NA,"47,470",17.7
NA,NA,2015,NA,Wingecarribee,NA,"48,150",17.9
NA,NA,2016,NA,Wingecarribee,NA,"48,998",18.2
NA,NA,2017,NA,Wingecarribee,NA,"49,649",18.5
NA,NA,2011,NA,Wollondilly,NA,-,-
NA,NA,2012,NA,Wollondilly,NA,"45,439",17.8
NA,NA,2013,NA,Wollondilly,NA,"46,399",18.2
NA,NA,2014,NA,Wollondilly,NA,"47,445",18.6
NA,NA,2015,NA,Wollondilly,NA,"48,562",19
NA,NA,2016,NA,Wollondilly,NA,"49,854",19.5
NA,NA,2017,NA,Wollondilly,NA,"51,002",20
NA,NA,2011,NA,Wollongong,NA,-,-
NA,NA,2012,NA,Wollongong,NA,"203,045",296.9
NA,NA,2013,NA,Wollongong,NA,"204,707",299.3
NA,NA,2014,NA,Wollongong,NA,"206,415",301.8
NA,NA,2015,NA,Wollongong,NA,"208,313",304.6
NA,NA,2016,NA,Wollongong,NA,"210,394",307.6
NA,NA,2017,NA,Wollongong,NA,"213,132",311.6
NA,NA,2011,NA,Woollahra,NA,-,-
NA,NA,2012,NA,Woollahra,NA,"56,601",4610.1
NA,NA,2013,NA,Woollahra,NA,"56,909",4635.2
NA,NA,2014,NA,Woollahra,NA,"57,253",4663.2
NA,NA,2015,NA,Woollahra,NA,"57,513",4684.4
NA,NA,2016,NA,Woollahra,NA,"57,744",4703.2
NA,NA,2017,NA,Woollahra,NA,"58,456",4761.2
NA,NA,2011,NA,Yass Valley,NA,-,-
NA,NA,2012,NA,Yass Valley,NA,"15,808",4
NA,NA,2013,NA,Yass Valley,NA,"16,010",4
NA,NA,2014,NA,Yass Valley,NA,"16,188",4.1
NA,NA,2015,NA,Yass Valley,NA,"16,356",4.1
NA,NA,2016,NA,Yass Valley,NA,"16,568",4.1
NA,NA,2017,NA,Yass Valley,NA,"16,739",4.2
NA,NA,2011,NA,Unincorporated NSW,NA,-,-
NA,NA,2012,NA,Unincorporated NSW,NA,"1,124",-
NA,NA,2013,NA,Unincorporated NSW,NA,"1,127",-
NA,NA,2014,NA,Unincorporated NSW,NA,"1,134",-
NA,NA,2015,NA,Unincorporated NSW,NA,"1,106",-
NA,NA,2016,NA,Unincorporated NSW,NA,"1,112",-
NA,NA,2017,NA,Unincorporated NSW,NA,"1,084",-
NA,NA,2012,NA,No usual address,NA,-,-
NA,NA,2013,NA,No usual address,NA,-,-
NA,NA,2014,NA,No usual address,NA,-,-
NA,NA,2015,NA,No usual address,NA,-,-
NA,NA,2016,NA,No usual address,NA,-,-
NA,NA,2017,NA,No usual address,NA,-,-
NA,NA,2012,NA,Migratory - Offshore - Shipping,NA,-,-
NA,NA,2013,NA,Migratory - Offshore - Shipping,NA,-,-
NA,NA,2014,NA,Migratory - Offshore - Shipping,NA,-,-
NA,NA,2015,NA,Migratory - Offshore - Shipping,NA,-,-
NA,NA,2016,NA,Migratory - Offshore - Shipping,NA,-,-
NA,NA,2017,NA,Migratory - Offshore - Shipping,NA,-,-
NA,NA,2011,NA,Alpine,NA,-,-
NA,NA,2012,NA,Alpine,NA,"12,183",2.5
NA,NA,2013,NA,Alpine,NA,"12,283",2.6
NA,NA,2014,NA,Alpine,NA,"12,355",2.6
NA,NA,2015,NA,Alpine,NA,"12,429",2.6
NA,NA,2016,NA,Alpine,NA,"12,578",2.6
NA,NA,2017,NA,Alpine,NA,"12,639",2.6
NA,NA,2011,NA,Ararat,NA,-,-
NA,NA,2012,NA,Ararat,NA,"11,400",2.7
NA,NA,2013,NA,Ararat,NA,"11,490",2.7
NA,NA,2014,NA,Ararat,NA,"11,560",2.7
NA,NA,2015,NA,Ararat,NA,"11,644",2.8
NA,NA,2016,NA,Ararat,NA,"11,745",2.8
NA,NA,2017,NA,Ararat,NA,"11,757",2.8
NA,NA,2011,NA,Ballarat,NA,-,-
NA,NA,2012,NA,Ballarat,NA,"96,728",130.9
NA,NA,2013,NA,Ballarat,NA,"98,344",133.1
NA,NA,2014,NA,Ballarat,NA,"99,914",135.2
NA,NA,2015,NA,Ballarat,NA,"101,479",137.3
NA,NA,2016,NA,Ballarat,NA,"103,500",140
NA,NA,2017,NA,Ballarat,NA,"105,438",142.7
NA,NA,2011,NA,Banyule,NA,-,-
NA,NA,2012,NA,Banyule,NA,"123,584",1976.1
NA,NA,2013,NA,Banyule,NA,"124,314",1987.7
NA,NA,2014,NA,Banyule,NA,"125,107",2000.4
NA,NA,2015,NA,Banyule,NA,"126,088",2016.1
NA,NA,2016,NA,Banyule,NA,"127,447",2037.8
NA,NA,2017,NA,Banyule,NA,"129,125",2064.7
NA,NA,2011,NA,Bass Coast,NA,-,-
NA,NA,2012,NA,Bass Coast,NA,"30,811",35.6
NA,NA,2013,NA,Bass Coast,NA,"31,331",36.2
NA,NA,2014,NA,Bass Coast,NA,"31,917",36.9
NA,NA,2015,NA,Bass Coast,NA,"32,576",37.6
NA,NA,2016,NA,Bass Coast,NA,"33,464",38.7
NA,NA,2017,NA,Bass Coast,NA,"34,390",39.7
NA,NA,2011,NA,Baw Baw,NA,-,-
NA,NA,2012,NA,Baw Baw,NA,"44,506",11.1
NA,NA,2013,NA,Baw Baw,NA,"45,627",11.3
NA,NA,2014,NA,Baw Baw,NA,"46,644",11.6
NA,NA,2015,NA,Baw Baw,NA,"47,837",11.9
NA,NA,2016,NA,Baw Baw,NA,"49,296",12.2
NA,NA,2017,NA,Baw Baw,NA,"50,687",12.6
NA,NA,2011,NA,Bayside,NA,-,-
NA,NA,2012,NA,Bayside,NA,"96,971",2606
NA,NA,2013,NA,Bayside,NA,"98,252",2640.4
NA,NA,2014,NA,Bayside,NA,"99,797",2681.9
NA,NA,2015,NA,Bayside,NA,"101,268",2721.4
NA,NA,2016,NA,Bayside,NA,"102,912",2765.6
NA,NA,2017,NA,Bayside,NA,"104,274",2802.2
NA,NA,2011,NA,Benalla,NA,-,-
NA,NA,2012,NA,Benalla,NA,"13,849",5.9
NA,NA,2013,NA,Benalla,NA,"13,878",5.9
NA,NA,2014,NA,Benalla,NA,"13,898",5.9
NA,NA,2015,NA,Benalla,NA,"13,923",5.9
NA,NA,2016,NA,Benalla,NA,"13,982",5.9
NA,NA,2017,NA,Benalla,NA,"13,975",5.9
NA,NA,2011,NA,Boroondara,NA,-,-
NA,NA,2012,NA,Boroondara,NA,"168,483",2799.8
NA,NA,2013,NA,Boroondara,NA,"170,485",2833
NA,NA,2014,NA,Boroondara,NA,"172,660",2869.2
NA,NA,2015,NA,Boroondara,NA,"174,753",2904
NA,NA,2016,NA,Boroondara,NA,"177,276",2945.9
NA,NA,2017,NA,Boroondara,NA,"179,640",2985.2
NA,NA,2011,NA,Brimbank,NA,-,-
NA,NA,2012,NA,Brimbank,NA,"193,774",1570.3
NA,NA,2013,NA,Brimbank,NA,"196,169",1589.7
NA,NA,2014,NA,Brimbank,NA,"198,468",1608.3
NA,NA,2015,NA,Brimbank,NA,"200,860",1627.7
NA,NA,2016,NA,Brimbank,NA,"204,190",1654.7
NA,NA,2017,NA,Brimbank,NA,"207,009",1677.6
NA,NA,2011,NA,Buloke,NA,-,-
NA,NA,2012,NA,Buloke,NA,"6,434",0.8
NA,NA,2013,NA,Buloke,NA,"6,388",0.8
NA,NA,2014,NA,Buloke,NA,"6,335",0.8
NA,NA,2015,NA,Buloke,NA,"6,306",0.8
NA,NA,2016,NA,Buloke,NA,"6,284",0.8
NA,NA,2017,NA,Buloke,NA,"6,206",0.8
NA,NA,2011,NA,Campaspe,NA,-,-
NA,NA,2012,NA,Campaspe,NA,"37,041",8.2
NA,NA,2013,NA,Campaspe,NA,"37,213",8.2
NA,NA,2014,NA,Campaspe,NA,"37,338",8.3
NA,NA,2015,NA,Campaspe,NA,"37,429",8.3
NA,NA,2016,NA,Campaspe,NA,"37,595",8.3
NA,NA,2017,NA,Campaspe,NA,"37,602",8.3
NA,NA,2011,NA,Cardinia,NA,-,-
NA,NA,2012,NA,Cardinia,NA,"80,422",62.7
NA,NA,2013,NA,Cardinia,NA,"84,591",66
NA,NA,2014,NA,Cardinia,NA,"88,070",68.7
NA,NA,2015,NA,Cardinia,NA,"92,298",72
NA,NA,2016,NA,Cardinia,NA,"97,573",76.1
NA,NA,2017,NA,Cardinia,NA,"102,425",79.9
NA,NA,2011,NA,Casey,NA,-,-
NA,NA,2012,NA,Casey,NA,"269,240",657.6
NA,NA,2013,NA,Casey,NA,"278,023",679.1
NA,NA,2014,NA,Casey,NA,"287,937",703.3
NA,NA,2015,NA,Casey,NA,"299,528",731.6
NA,NA,2016,NA,Casey,NA,"312,789",764
NA,NA,2017,NA,Casey,NA,"326,820",798.2
NA,NA,2011,NA,Central Goldfields,NA,-,-
NA,NA,2012,NA,Central Goldfields,NA,"12,714",8.3
NA,NA,2013,NA,Central Goldfields,NA,"12,815",8.4
NA,NA,2014,NA,Central Goldfields,NA,"12,884",8.4
NA,NA,2015,NA,Central Goldfields,NA,"12,950",8.4
NA,NA,2016,NA,Central Goldfields,NA,"13,087",8.5
NA,NA,2017,NA,Central Goldfields,NA,"13,148",8.6
NA,NA,2011,NA,Colac-Otway,NA,-,-
NA,NA,2012,NA,Colac-Otway,NA,"20,902",6.1
NA,NA,2013,NA,Colac-Otway,NA,"21,035",6.1
NA,NA,2014,NA,Colac-Otway,NA,"21,131",6.1
NA,NA,2015,NA,Colac-Otway,NA,"21,230",6.2
NA,NA,2016,NA,Colac-Otway,NA,"21,362",6.2
NA,NA,2017,NA,Colac-Otway,NA,"21,432",6.2
NA,NA,2011,NA,Corangamite,NA,-,-
NA,NA,2012,NA,Corangamite,NA,"16,470",3.7
NA,NA,2013,NA,Corangamite,NA,"16,410",3.7
NA,NA,2014,NA,Corangamite,NA,"16,340",3.7
NA,NA,2015,NA,Corangamite,NA,"16,274",3.7
NA,NA,2016,NA,Corangamite,NA,"16,243",3.7
NA,NA,2017,NA,Corangamite,NA,"16,212",3.7
NA,NA,2011,NA,Darebin,NA,-,-
NA,NA,2012,NA,Darebin,NA,"144,986",2711.5
NA,NA,2013,NA,Darebin,NA,"147,272",2754.2
NA,NA,2014,NA,Darebin,NA,"149,511",2796.1
NA,NA,2015,NA,Darebin,NA,"151,974",2842.2
NA,NA,2016,NA,Darebin,NA,"155,126",2901.1
NA,NA,2017,NA,Darebin,NA,"158,745",2968.8
NA,NA,2011,NA,East Gippsland,NA,-,-
NA,NA,2012,NA,East Gippsland,NA,"43,329",2.1
NA,NA,2013,NA,East Gippsland,NA,"43,809",2.1
NA,NA,2014,NA,East Gippsland,NA,"44,277",2.1
NA,NA,2015,NA,East Gippsland,NA,"44,868",2.1
NA,NA,2016,NA,East Gippsland,NA,"45,600",2.2
NA,NA,2017,NA,East Gippsland,NA,"46,142",2.2
NA,NA,2011,NA,Frankston,NA,-,-
NA,NA,2012,NA,Frankston,NA,"132,194",1020
NA,NA,2013,NA,Frankston,NA,"134,351",1036.7
NA,NA,2014,NA,Frankston,NA,"136,181",1050.8
NA,NA,2015,NA,Frankston,NA,"137,790",1063.2
NA,NA,2016,NA,Frankston,NA,"139,502",1076.4
NA,NA,2017,NA,Frankston,NA,"140,739",1086
NA,NA,2011,NA,Gannawarra,NA,-,-
NA,NA,2012,NA,Gannawarra,NA,"10,498",2.8
NA,NA,2013,NA,Gannawarra,NA,"10,526",2.8
NA,NA,2014,NA,Gannawarra,NA,"10,534",2.8
NA,NA,2015,NA,Gannawarra,NA,"10,536",2.8
NA,NA,2016,NA,Gannawarra,NA,"10,567",2.8
NA,NA,2017,NA,Gannawarra,NA,"10,570",2.8
NA,NA,2011,NA,Glen Eira,NA,-,-
NA,NA,2012,NA,Glen Eira,NA,"139,116",3595.6
NA,NA,2013,NA,Glen Eira,NA,"141,260",3651
NA,NA,2014,NA,Glen Eira,NA,"143,694",3713.9
NA,NA,2015,NA,Glen Eira,NA,"145,924",3771.6
NA,NA,2016,NA,Glen Eira,NA,"148,583",3840.3
NA,NA,2017,NA,Glen Eira,NA,"151,439",3914.1
NA,NA,2011,NA,Glenelg,NA,-,-
NA,NA,2012,NA,Glenelg,NA,"19,825",3.2
NA,NA,2013,NA,Glenelg,NA,"19,797",3.2
NA,NA,2014,NA,Glenelg,NA,"19,755",3.2
NA,NA,2015,NA,Glenelg,NA,"19,722",3.2
NA,NA,2016,NA,Glenelg,NA,"19,759",3.2
NA,NA,2017,NA,Glenelg,NA,"19,695",3.2
NA,NA,2011,NA,Golden Plains,NA,-,-
NA,NA,2012,NA,Golden Plains,NA,"19,604",7.3
NA,NA,2013,NA,Golden Plains,NA,"20,362",7.5
NA,NA,2014,NA,Golden Plains,NA,"20,899",7.7
NA,NA,2015,NA,Golden Plains,NA,"21,388",7.9
NA,NA,2016,NA,Golden Plains,NA,"22,016",8.1
NA,NA,2017,NA,Golden Plains,NA,"22,574",8.4
NA,NA,2011,NA,Greater Bendigo,NA,-,-
NA,NA,2012,NA,Greater Bendigo,NA,"103,905",34.6
NA,NA,2013,NA,Greater Bendigo,NA,"105,957",35.3
NA,NA,2014,NA,Greater Bendigo,NA,"107,955",36
NA,NA,2015,NA,Greater Bendigo,NA,"109,908",36.6
NA,NA,2016,NA,Greater Bendigo,NA,"112,267",37.4
NA,NA,2017,NA,Greater Bendigo,NA,"114,111",38
NA,NA,2011,NA,Greater Dandenong,NA,-,-
NA,NA,2012,NA,Greater Dandenong,NA,"145,116",1120.2
NA,NA,2013,NA,Greater Dandenong,NA,"148,502",1146.3
NA,NA,2014,NA,Greater Dandenong,NA,"152,135",1174.4
NA,NA,2015,NA,Greater Dandenong,NA,"156,061",1204.7
NA,NA,2016,NA,Greater Dandenong,NA,"160,222",1236.8
NA,NA,2017,NA,Greater Dandenong,NA,"163,514",1262.2
NA,NA,2011,NA,Greater Geelong,NA,-,-
NA,NA,2012,NA,Greater Geelong,NA,"219,152",175.6
NA,NA,2013,NA,Greater Geelong,NA,"223,357",179
NA,NA,2014,NA,Greater Geelong,NA,"227,744",182.5
NA,NA,2015,NA,Greater Geelong,NA,"232,926",186.6
NA,NA,2016,NA,Greater Geelong,NA,"239,529",191.9
NA,NA,2017,NA,Greater Geelong,NA,"245,751",196.9
NA,NA,2011,NA,Greater Shepparton,NA,-,-
NA,NA,2012,NA,Greater Shepparton,NA,"62,562",25.8
NA,NA,2013,NA,Greater Shepparton,NA,"63,244",26.1
NA,NA,2014,NA,Greater Shepparton,NA,"63,919",26.4
NA,NA,2015,NA,Greater Shepparton,NA,"64,489",26.6
NA,NA,2016,NA,Greater Shepparton,NA,"65,072",26.9
NA,NA,2017,NA,Greater Shepparton,NA,"65,565",27.1
NA,NA,2011,NA,Hepburn,NA,-,-
NA,NA,2012,NA,Hepburn,NA,"14,825",10.1
NA,NA,2013,NA,Hepburn,NA,"15,022",10.2
NA,NA,2014,NA,Hepburn,NA,"15,184",10.3
NA,NA,2015,NA,Hepburn,NA,"15,334",10.4
NA,NA,2016,NA,Hepburn,NA,"15,525",10.5
NA,NA,2017,NA,Hepburn,NA,"15,629",10.6
NA,NA,2011,NA,Hindmarsh,NA,-,-
NA,NA,2012,NA,Hindmarsh,NA,"5,857",0.8
NA,NA,2013,NA,Hindmarsh,NA,"5,852",0.8
NA,NA,2014,NA,Hindmarsh,NA,"5,844",0.8
NA,NA,2015,NA,Hindmarsh,NA,"5,808",0.8
NA,NA,2016,NA,Hindmarsh,NA,"5,784",0.8
NA,NA,2017,NA,Hindmarsh,NA,"5,718",0.8
NA,NA,2011,NA,Hobsons Bay,NA,-,-
NA,NA,2012,NA,Hobsons Bay,NA,"88,339",1375.1
NA,NA,2013,NA,Hobsons Bay,NA,"89,188",1388.3
NA,NA,2014,NA,Hobsons Bay,NA,"90,417",1407.5
NA,NA,2015,NA,Hobsons Bay,NA,"91,674",1427
NA,NA,2016,NA,Hobsons Bay,NA,"93,445",1454.6
NA,NA,2017,NA,Hobsons Bay,NA,"95,078",1480
NA,NA,2011,NA,Horsham,NA,-,-
NA,NA,2012,NA,Horsham,NA,"19,608",4.6
NA,NA,2013,NA,Horsham,NA,"19,694",4.6
NA,NA,2014,NA,Horsham,NA,"19,748",4.6
NA,NA,2015,NA,Horsham,NA,"19,792",4.6
NA,NA,2016,NA,Horsham,NA,"19,884",4.7
NA,NA,2017,NA,Horsham,NA,"19,889",4.7
NA,NA,2011,NA,Hume,NA,-,-
